0,"[[916.8287353515625, 679.8104248046875], [926.1653442382812, 674.4752197265625], [923.4977416992188, 670.4738159179688], [907.4921264648438, 630.4598999023438], [910.1597290039062, 650.4668579101562], [870.1458129882812, 602.4501342773438], [855.4740600585938, 663.8048095703125], [803.4559326171875, 570.4390258789062], [872.8134155273438, 761.1720581054688], [816.7938842773438, 647.7992553710938], [903.4907836914062, 830.529541015625], [756.7730102539062, 606.4515380859375], [708.7562866210938, 619.7894897460938], [810.1249389648438, 682.47802734375], [715.42529296875, 745.16650390625], [764.7758178710938, 791.8494262695312], [594.0496826171875, 793.1832275390625]]"
1,"[[916.9688720703125, 679.712890625], [926.31591796875, 675.70703125], [923.6453247070312, 671.701171875], [907.621826171875, 631.6424560546875], [910.2924194335938, 651.6718139648438], [870.2337646484375, 603.6013793945312], [856.880859375, 663.689453125], [803.46923828125, 567.548583984375], [871.5690307617188, 761.1655883789062], [816.8221435546875, 647.6659545898438], [904.9512939453125, 830.6006469726562], [758.0693969726562, 604.9367065429688], [709.9989624023438, 618.2896118164062], [811.4810180664062, 682.3834838867188], [715.3401489257812, 746.4773559570312], [764.745849609375, 791.8772583007812], [593.8287963867188, 793.2125244140625]]"
2,"[[918.1264038085938, 680.818359375], [926.1732788085938, 675.4537963867188], [924.8320922851562, 671.4303588867188], [908.7383422851562, 635.2193603515625], [911.420654296875, 652.654296875], [869.8450927734375, 604.373046875], [857.7747802734375, 666.0657348632812], [800.1055297851562, 565.4797973632812], [872.5274047851562, 761.287109375], [812.1758422851562, 644.607421875], [904.7149047851562, 831.0267333984375], [757.1888427734375, 607.0552978515625], [710.2487182617188, 620.466796875], [812.1758422851562, 682.1594848632812], [715.61328125, 746.5344848632812], [765.2357177734375, 790.7923583984375], [594.91015625, 792.1334838867188]]"
3,"[[918.6874389648438, 680.1826171875], [926.7579345703125, 676.1473388671875], [925.412841796875, 672.112060546875], [909.2717895507812, 634.4495849609375], [911.9619750976562, 653.2808227539062], [871.6093139648438, 603.5125122070312], [858.158447265625, 665.3865966796875], [798.9744873046875, 559.1245727539062], [871.6093139648438, 762.2330322265625], [793.5941162109375, 629.0692138671875], [905.2365112304688, 832.1776733398438], [758.621826171875, 606.2026977539062], [710.1986083984375, 620.9986572265625], [813.7705078125, 682.872802734375], [715.5789794921875, 747.4370727539062], [765.3472900390625, 791.824951171875], [594.52099609375, 793.1700439453125]]"
4,"[[919.9381103515625, 681.5762939453125], [927.99560546875, 676.2046508789062], [926.6526489257812, 672.1759033203125], [910.5376586914062, 634.57421875], [911.880615234375, 653.3750610351562], [872.93603515625, 603.6871337890625], [858.1639404296875, 665.4613037109375], [799.0756225585938, 556.68505859375], [871.5930786132812, 762.1513061523438], [789.6751708984375, 567.4284057617188], [905.166015625, 831.9829711914062], [760.1310424804688, 606.3729858398438], [711.7860107421875, 622.4879760742188], [813.84765625, 682.919189453125], [715.8147583007812, 747.3792114257812], [765.502685546875, 791.6954345703125], [594.9522705078125, 793.0383911132812]]"
5,"[[919.161865234375, 681.30517578125], [928.5767822265625, 677.2702026367188], [925.8867797851562, 671.8902587890625], [911.0919189453125, 635.5755615234375], [912.4368896484375, 654.4053955078125], [873.4322509765625, 603.2958374023438], [858.6373901367188, 666.51025390625], [798.1129150390625, 554.8762817382812], [872.0872192382812, 762.0044555664062], [787.3529663085938, 564.2911987304688], [904.366943359375, 831.94384765625], [760.4532470703125, 605.9857788085938], [712.0336303710938, 620.7807006835938], [814.2527465820312, 683.9951171875], [716.068603515625, 748.5545654296875], [765.8331909179688, 791.5941772460938], [593.6746826171875, 792.9391479492188]]"
6,"[[919.91064453125, 681.3270874023438], [927.9843139648438, 677.290283203125], [926.638671875, 673.25341796875], [911.8369750976562, 636.9220581054688], [913.1826171875, 654.4149169921875], [874.1599731445312, 601.936279296875], [859.3583374023438, 666.525390625], [801.4971923828125, 553.494384765625], [872.8143920898438, 762.0635375976562], [792.0779418945312, 560.222412109375], [903.7633666992188, 832.0350952148438], [761.1290283203125, 603.2818603515625], [712.6871337890625, 620.7747802734375], [814.9533081054688, 685.3638916015625], [716.7239379882812, 748.607421875], [765.1658325195312, 791.6668701171875], [594.2737426757812, 793.012451171875]]"
7,"[[919.4952392578125, 682.3270263671875], [927.5875854492188, 676.93212890625], [926.2388305664062, 672.8859252929688], [912.7515869140625, 637.819091796875], [912.7515869140625, 654.0037841796875], [873.6386108398438, 601.403564453125], [860.1513671875, 667.4910278320312], [804.8536376953125, 554.1981811523438], [872.2898559570312, 761.9017333984375], [791.3663940429688, 559.5930786132812], [904.6592407226562, 832.035400390625], [761.6945190429688, 602.7522583007812], [714.4891357421875, 620.2857055664062], [815.6434326171875, 683.6757202148438], [717.1865844726562, 748.4144897460938], [765.7406616210938, 791.5736694335938], [593.1039428710938, 792.92236328125]]"
8,"[[918.48193359375, 683.108642578125], [927.9378662109375, 677.7052612304688], [925.2361450195312, 673.6527099609375], [911.7276611328125, 637.1797485351562], [913.0784912109375, 654.7407836914062], [872.5530395507812, 600.706787109375], [861.7462158203125, 666.8984375], [805.010498046875, 552.076171875], [872.5530395507812, 762.8087768554688], [788.80029296875, 561.5321655273438], [904.973388671875, 833.0530395507812], [761.7833251953125, 602.0576171875], [714.5035400390625, 620.9695434570312], [815.8173217773438, 684.45947265625], [717.2052612304688, 747.949462890625], [765.8358764648438, 791.1766357421875], [592.9270629882812, 793.8783569335938]]"
9,"[[919.92724609375, 682.9146118164062], [928.026123046875, 677.515380859375], [926.6763305664062, 673.4659423828125], [913.17822265625, 635.6714477539062], [913.17822265625, 654.5687255859375], [874.0338745117188, 599.2266845703125], [861.8856201171875, 666.7169189453125], [806.5436401367188, 551.9834594726562], [872.68408203125, 762.5531005859375], [786.2965698242188, 564.1317138671875], [905.0794067382812, 832.7429809570312], [762.0000610351562, 603.2760620117188], [716.106689453125, 622.17333984375], [815.9922485351562, 684.264404296875], [718.8062744140625, 749.0550537109375], [766.0494384765625, 790.8990478515625], [593.2743530273438, 793.5986328125]]"
10,"[[919.1639404296875, 683.9491577148438], [928.6184692382812, 678.5465698242188], [925.9171752929688, 674.49462890625], [912.4107055664062, 636.676513671875], [913.7613525390625, 654.2349243164062], [873.241943359375, 598.8583374023438], [862.436767578125, 667.7413940429688], [808.4108276367188, 551.585693359375], [871.8912963867188, 763.6373291015625], [784.0991821289062, 567.79345703125], [904.3068237304688, 833.8710327148438], [761.13818359375, 600.208984375], [716.5668334960938, 621.8193359375], [817.8653564453125, 683.9491577148438], [719.2681274414062, 748.7802124023438], [766.540771484375, 790.6502685546875], [593.6578979492188, 793.3515625]]"
11,"[[919.7312622070312, 683.884521484375], [927.8412475585938, 678.4778442382812], [926.4896240234375, 674.4228515625], [912.9729614257812, 635.224609375], [912.9729614257812, 654.1478881835938], [873.7747192382812, 597.3780517578125], [864.3131103515625, 669.0162353515625], [810.2465209960938, 551.4215087890625], [872.423095703125, 763.6326904296875], [780.5099487304688, 577.1030883789062], [903.5113525390625, 833.919189453125], [760.2349853515625, 600.0813598632812], [716.9817504882812, 623.0596313476562], [818.3565063476562, 685.2362060546875], [719.68505859375, 748.7643432617188], [765.6416625976562, 790.6659545898438], [593.9803466796875, 793.3692626953125]]"
12,"[[919.0338745117188, 684.7296142578125], [928.5095825195312, 679.31494140625], [925.80224609375, 675.2539672851562], [913.6192626953125, 637.3513793945312], [913.6192626953125, 654.948974609375], [874.3629760742188, 598.0950927734375], [863.5336303710938, 667.1319580078125], [809.3870849609375, 549.3631591796875], [871.6556396484375, 763.2421875], [780.9600830078125, 573.7291259765625], [904.1436157226562, 833.6327514648438], [760.6551513671875, 598.0950927734375], [717.337890625, 622.4610595703125], [818.8627319335938, 686.0833129882812], [718.6915283203125, 748.3518676757812], [766.0697631835938, 790.3154907226562], [594.1543579101562, 794.37646484375]]"
13,"[[919.3582763671875, 686.044189453125], [928.849609375, 680.6205444335938], [926.1378173828125, 676.5528564453125], [913.9346923828125, 637.2316284179688], [913.9346923828125, 654.8583984375], [873.2575073242188, 597.910400390625], [863.7661743164062, 668.4174194335938], [812.2418212890625, 549.0978393554688], [871.901611328125, 763.3307495117188], [775.6323852539062, 574.8599853515625], [904.443359375, 833.8378295898438], [762.0733642578125, 600.6221923828125], [717.3284912109375, 623.6725463867188], [819.0213623046875, 686.044189453125], [720.040283203125, 749.771728515625], [766.1410522460938, 790.4488525390625], [593.941162109375, 793.16064453125]]"
14,"[[920.7645874023438, 686.904541015625], [928.8919067382812, 680.1317749023438], [927.537353515625, 677.422607421875], [913.9917602539062, 635.4313354492188], [915.3463134765625, 655.7496948242188], [874.7095947265625, 597.503662109375], [865.2276611328125, 667.9407348632812], [813.75439453125, 548.7395629882812], [872.0004272460938, 762.7598266601562], [774.4722290039062, 574.4761352539062], [904.5098876953125, 833.1968994140625], [760.9266357421875, 600.2127685546875], [718.935302734375, 623.2402954101562], [819.1726684570312, 685.5499877929688], [720.2898559570312, 749.2142333984375], [766.3448486328125, 789.8510131835938], [594.3158569335938, 793.9147338867188]]"
15,"[[920.7509155273438, 686.318603515625], [930.2233276367188, 680.90576171875], [927.5169067382812, 676.8461303710938], [915.3380737304688, 636.25], [916.6912841796875, 657.9013061523438], [876.0951538085938, 598.3602905273438], [866.6226806640625, 668.7269287109375], [815.200927734375, 546.9384765625], [872.0355224609375, 763.4512939453125], [771.8983764648438, 572.6494140625], [904.512451171875, 833.8179321289062], [761.0726928710938, 598.3602905273438], [719.1233520507812, 622.7179565429688], [820.6137084960938, 686.318603515625], [720.4765625, 749.9192504882812], [765.13232421875, 790.515380859375], [594.6284790039062, 794.574951171875]]"
