video_id,angles_left_leg_up,angles_right_leg_up,angles_core_decline,angles_left_knee,angles_right_knee,knee_left_leftright,knee_left_updown,knee_right_leftright,knee_right_updown,ankle_left_leftright,ankle_left_updown,ankle_right_leftright,ankle_right_updown,hip_left_leftright,hip_left_updown,hip_right_leftright,hip_right_updown,wrist_left_leftright,wrist_left_updown,wrist_right_leftright,wrist_right_updown
kor20230902m00011_20230902_001,35.06,3.03,81.25,122.42,108.54,810.1249389648438,682.47802734375,715.42529296875,745.16650390625,764.7758178710938,791.8494262695312,594.0496826171875,793.1832275390625,756.7730102539062,606.4515380859375,708.7562866210938,619.7894897460938,816.7938842773438,647.7992553710938,903.4907836914062,830.529541015625
kor20230902m00011_20230902_001,34.59,2.43,80.35,122.3,108.65,811.4810180664062,682.3834838867188,715.3401489257812,746.4773559570312,764.745849609375,791.8772583007812,593.8287963867188,793.2125244140625,758.0693969726562,604.9367065429688,709.9989624023438,618.2896118164062,816.8221435546875,647.6659545898438,904.9512939453125,830.6006469726562
kor20230902m00011_20230902_001,36.21,2.43,80.64,120.42,108.26,812.1758422851562,682.1594848632812,715.61328125,746.5344848632812,765.2357177734375,790.7923583984375,594.91015625,792.1334838867188,757.1888427734375,607.0552978515625,710.2487182617188,620.466796875,812.1758422851562,644.607421875,904.7149047851562,831.0267333984375
kor20230902m00011_20230902_001,35.73,2.43,80.92,120.31,108.26,813.7705078125,682.872802734375,715.5789794921875,747.4370727539062,765.3472900390625,791.824951171875,594.52099609375,793.1700439453125,758.621826171875,606.2026977539062,710.1986083984375,620.9986572265625,793.5941162109375,629.0692138671875,905.2365112304688,832.1776733398438
kor20230902m00011_20230902_001,35.06,1.81,81.16,120.98,108.85,813.84765625,682.919189453125,715.8147583007812,747.3792114257812,765.502685546875,791.6954345703125,594.9522705078125,793.0383911132812,760.1310424804688,606.3729858398438,711.7860107421875,622.4879760742188,789.6751708984375,567.4284057617188,905.166015625,831.9829711914062
kor20230902m00011_20230902_001,34.59,1.81,80.58,121.18,108.13,814.2527465820312,683.9951171875,716.068603515625,748.5545654296875,765.8331909179688,791.5941772460938,593.6746826171875,792.9391479492188,760.4532470703125,605.9857788085938,712.0336303710938,620.7807006835938,787.3529663085938,564.2911987304688,904.366943359375,831.94384765625
kor20230902m00011_20230902_001,33.26,1.81,80.3,121.65,108.13,814.9533081054688,685.3638916015625,716.7239379882812,748.607421875,765.1658325195312,791.6668701171875,594.2737426757812,793.012451171875,761.1290283203125,603.2818603515625,712.6871337890625,620.7747802734375,792.0779418945312,560.222412109375,903.7633666992188,832.0350952148438
kor20230902m00011_20230902_001,33.68,1.15,79.9,121.49,108.52,815.6434326171875,683.6757202148438,717.1865844726562,748.4144897460938,765.7406616210938,791.5736694335938,593.1039428710938,792.92236328125,761.6945190429688,602.7522583007812,714.4891357421875,620.2857055664062,791.3663940429688,559.5930786132812,904.6592407226562,832.035400390625
kor20230902m00011_20230902_001,33.26,1.15,80.19,121.65,109.06,815.8173217773438,684.45947265625,717.2052612304688,747.949462890625,765.8358764648438,791.1766357421875,592.9270629882812,793.8783569335938,761.7833251953125,602.0576171875,714.5035400390625,620.9695434570312,788.80029296875,561.5321655273438,904.973388671875,833.0530395507812
kor20230902m00011_20230902_001,33.68,1.15,81.07,121.21,108.32,815.9922485351562,684.264404296875,718.8062744140625,749.0550537109375,766.0494384765625,790.8990478515625,593.2743530273438,793.5986328125,762.0000610351562,603.2760620117188,716.106689453125,622.17333984375,786.2965698242188,564.1317138671875,905.0794067382812,832.7429809570312
