0,"[[809.1582641601562, 715.8147583007812], [818.1398315429688, 710.682373046875], [815.5736694335938, 710.682373046875], [807.8751220703125, 668.3405151367188], [804.02587890625, 682.4544677734375], [756.5516357421875, 624.7155151367188], [733.4560546875, 702.98388671875], [679.5663452148438, 596.487548828125], [736.022216796875, 815.8956298828125], [693.6802978515625, 681.17138671875], [764.2501220703125, 904.4287109375], [623.1104736328125, 664.4912109375], [570.5038452148438, 676.0390014648438], [691.1141357421875, 736.3441772460938], [624.3935546875, 799.2154541015625], [657.7538452148438, 860.8037109375], [510.1986999511719, 872.3515014648438]]"
1,"[[810.7967529296875, 716.999755859375], [819.8285522460938, 713.1289672851562], [817.248046875, 711.8387451171875], [808.2162475585938, 669.2603759765625], [805.6357421875, 682.1629028320312], [759.1866455078125, 625.3917846679688], [734.6718139648438, 702.8069458007812], [681.771484375, 597.0062255859375], [735.9620971679688, 816.3492431640625], [693.3837280273438, 692.4849243164062], [764.34765625, 905.376708984375], [626.2905883789062, 665.3895874023438], [572.0999755859375, 674.42138671875], [692.093505859375, 737.643798828125], [625.0003051757812, 799.575927734375], [657.2566528320312, 861.508056640625], [510.1678161621094, 871.830078125]]"
2,"[[810.7562866210938, 717.5594482421875], [819.8602905273438, 713.65771484375], [817.2591552734375, 712.357177734375], [810.7562866210938, 669.4382934570312], [808.1551513671875, 682.4440307617188], [760.0340576171875, 626.5194702148438], [735.3231811523438, 703.253173828125], [680.69921875, 594.0051879882812], [736.623779296875, 817.703369140625], [695.0054931640625, 675.941162109375], [765.236328125, 906.1422119140625], [626.0752563476562, 664.2360229492188], [572.7518310546875, 673.3400268554688], [692.4043579101562, 739.6691284179688], [624.774658203125, 799.4954223632812], [657.2889404296875, 860.6222534179688], [509.02386474609375, 871.0267944335938]]"
3,"[[811.3524780273438, 720.8552856445312], [820.4873657226562, 716.9403686523438], [817.8773803710938, 715.6353759765625], [811.3524780273438, 668.6559448242188], [808.7424926757812, 684.3157348632812], [764.373046875, 628.2014770507812], [736.9683837890625, 703.8905029296875], [682.1591186523438, 594.2719116210938], [736.9683837890625, 816.1190795898438], [695.2089233398438, 677.7908325195312], [764.373046875, 906.1629638671875], [626.0447998046875, 663.43603515625], [573.845458984375, 673.8759155273438], [693.9039306640625, 737.820068359375], [624.7398071289062, 799.154296875], [657.3644409179688, 860.488525390625], [508.5963134765625, 870.9284057617188]]"
4,"[[813.8779296875, 722.5755004882812], [823.1400756835938, 717.2828369140625], [820.4937744140625, 717.2828369140625], [815.2011108398438, 669.6488647460938], [811.2315673828125, 686.8500366210938], [764.9207763671875, 629.9539184570312], [738.4574584960938, 705.3743896484375], [685.5308227539062, 595.5515747070312], [737.13427734375, 817.843505859375], [697.4393310546875, 686.8500366210938], [764.9207763671875, 906.49560546875], [625.9883422851562, 657.7404174804688], [574.3848876953125, 669.6488647460938], [696.1161499023438, 735.8071899414062], [625.9883422851562, 797.9959716796875], [657.7443237304688, 860.184814453125], [508.2265625, 870.7701416015625]]"
5,"[[812.4124755859375, 724.3472900390625], [821.7235107421875, 719.0267333984375], [820.3933715820312, 719.0267333984375], [815.0728149414062, 669.8115844726562], [812.4124755859375, 689.763671875], [767.187744140625, 631.2374877929688], [740.5849609375, 705.725341796875], [684.7190551757812, 595.32373046875], [737.9246826171875, 817.4570922851562], [698.0204467773438, 688.4335327148438], [765.8576049804688, 905.246337890625], [627.5230102539062, 659.1704711914062], [575.6475830078125, 669.8115844726562], [698.0204467773438, 736.318603515625], [626.19287109375, 797.5050048828125], [659.4464111328125, 860.0216064453125], [507.8104248046875, 870.6627197265625]]"
6,"[[812.7301025390625, 724.5278930664062], [823.369873046875, 719.2080078125], [822.0399169921875, 719.2080078125], [816.7200317382812, 669.9992065429688], [814.0601196289062, 689.94873046875], [768.8411865234375, 632.7601318359375], [742.2418823242188, 705.9083251953125], [686.3832397460938, 595.5210571289062], [738.251953125, 817.6256103515625], [699.6829223632812, 689.94873046875], [764.851318359375, 905.4034423828125], [627.8646240234375, 656.6995239257812], [577.3258666992188, 668.6692504882812], [698.3529052734375, 735.1676025390625], [626.53466796875, 799.0060424804688], [659.7838745117188, 858.8546142578125], [508.1675720214844, 870.8242797851562]]"
7,"[[811.3695678710938, 726.5938720703125], [820.680419921875, 722.603515625], [820.680419921875, 722.603515625], [815.3599853515625, 669.3986206054688], [814.0298461914062, 693.3408203125], [771.4658813476562, 632.1551513671875], [742.2031860351562, 707.97216796875], [688.998291015625, 596.2418212890625], [738.2128295898438, 818.3723754882812], [699.6392822265625, 693.3408203125], [766.1453857421875, 906.1604614257812], [629.1427612304688, 654.7672729492188], [578.5980834960938, 666.7383422851562], [699.6392822265625, 734.5746459960938], [626.4825439453125, 798.4205322265625], [659.735595703125, 859.6061401367188], [506.771484375, 870.2471313476562]]"
8,"[[812.5053100585938, 727.77978515625], [821.8534545898438, 722.43798828125], [821.8534545898438, 725.10888671875], [817.8471069335938, 671.6907958984375], [815.1762084960938, 695.7289428710938], [771.1063232421875, 634.2981567382812], [743.0618286132812, 707.7479858398438], [696.3209838867188, 606.253662109375], [737.719970703125, 819.9259643554688], [729.707275390625, 705.0770874023438], [765.7644653320312, 906.7304077148438], [629.54833984375, 657.0007934570312], [578.8011474609375, 669.0198974609375], [700.3273315429688, 734.45703125], [626.87744140625, 798.5587768554688], [660.2637329101562, 858.6541137695312], [506.686767578125, 869.3377075195312]]"
9,"[[813.0833740234375, 730.1653442382812], [823.7916870117188, 724.8112182617188], [823.7916870117188, 727.48828125], [817.0989990234375, 673.9468383789062], [815.760498046875, 699.3790283203125], [772.9273071289062, 635.1292724609375], [743.4795532226562, 708.748779296875], [696.6307983398438, 605.6815185546875], [738.1254272460938, 819.8472290039062], [728.7556762695312, 704.733154296875], [766.2346801757812, 906.85205078125], [631.0425415039062, 655.2073364257812], [580.17822265625, 667.254150390625], [701.9849243164062, 734.1809692382812], [628.365478515625, 799.7691650390625], [659.1517944335938, 858.6647338867188], [506.5587463378906, 869.373046875]]"
