video_id,angles_left_leg_up,angles_right_leg_up,angles_core_decline,angles_left_knee,angles_right_knee,knee_left_leftright,knee_left_updown,knee_right_leftright,knee_right_updown,ankle_left_leftright,ankle_left_updown,ankle_right_leftright,ankle_right_updown,hip_left_leftright,hip_left_updown,hip_right_leftright,hip_right_updown,wrist_left_leftright,wrist_left_updown,wrist_right_leftright,wrist_right_updown
kor20230902m00012_20230902_001,43.42,23.62,87.52,121.57,99.01,691.1141357421875,736.3441772460938,624.3935546875,799.2154541015625,657.7538452148438,860.8037109375,510.1986999511719,872.3515014648438,623.1104736328125,664.4912109375,570.5038452148438,676.0390014648438,693.6802978515625,681.17138671875,764.2501220703125,904.4287109375
kor20230902m00012_20230902_001,42.33,22.91,87.75,121.96,99.26,692.093505859375,737.643798828125,625.0003051757812,799.575927734375,657.2566528320312,861.508056640625,510.1678161621094,871.830078125,626.2905883789062,665.3895874023438,572.0999755859375,674.42138671875,693.3837280273438,692.4849243164062,764.34765625,905.376708984375
kor20230902m00012_20230902_001,41.32,22.41,88.49,122.49,99.31,692.4043579101562,739.6691284179688,624.774658203125,799.4954223632812,657.2889404296875,860.6222534179688,509.02386474609375,871.0267944335938,626.0752563476562,664.2360229492188,572.7518310546875,673.3400268554688,695.0054931640625,675.941162109375,765.236328125,906.1422119140625
kor20230902m00012_20230902_001,42.37,22.1,89.01,121.04,99.61,693.9039306640625,737.820068359375,624.7398071289062,799.154296875,657.3644409179688,860.488525390625,508.5963134765625,870.9284057617188,626.0447998046875,663.43603515625,573.845458984375,673.8759155273438,695.2089233398438,677.7908325195312,764.373046875,906.1629638671875
kor20230902m00012_20230902_001,41.94,21.91,88.5,120.92,99.81,696.1161499023438,735.8071899414062,625.9883422851562,797.9959716796875,657.7443237304688,860.184814453125,508.2265625,870.7701416015625,625.9883422851562,657.7404174804688,574.3848876953125,669.6488647460938,697.4393310546875,686.8500366210938,764.9207763671875,906.49560546875
kor20230902m00012_20230902_001,42.42,21.6,88.5,120.26,100.12,698.0204467773438,736.318603515625,626.19287109375,797.5050048828125,659.4464111328125,860.0216064453125,507.8104248046875,870.6627197265625,627.5230102539062,659.1704711914062,575.6475830078125,669.8115844726562,698.0204467773438,688.4335327148438,765.8576049804688,905.246337890625
kor20230902m00012_20230902_001,41.94,20.69,87.51,120.75,100.56,698.3529052734375,735.1676025390625,626.53466796875,799.0060424804688,659.7838745117188,858.8546142578125,508.1675720214844,870.8242797851562,627.8646240234375,656.6995239257812,577.3258666992188,668.6692504882812,699.6829223632812,689.94873046875,764.851318359375,905.4034423828125
kor20230902m00012_20230902_001,41.45,19.98,86.51,120.84,100.98,699.6392822265625,734.5746459960938,626.4825439453125,798.4205322265625,659.735595703125,859.6061401367188,506.771484375,870.2471313476562,629.1427612304688,654.7672729492188,578.5980834960938,666.7383422851562,699.6392822265625,693.3408203125,766.1453857421875,906.1604614257812
kor20230902m00012_20230902_001,42.42,20.36,87.0,119.7,100.13,700.3273315429688,734.45703125,626.87744140625,798.5587768554688,660.2637329101562,858.6541137695312,506.686767578125,869.3377075195312,629.54833984375,657.0007934570312,578.8011474609375,669.0198974609375,729.707275390625,705.0770874023438,765.7644653320312,906.7304077148438
kor20230902m00012_20230902_001,41.94,19.98,85.99,119.08,99.76,701.9849243164062,734.1809692382812,628.365478515625,799.7691650390625,659.1517944335938,858.6647338867188,506.5587463378906,869.373046875,631.0425415039062,655.2073364257812,580.17822265625,667.254150390625,728.7556762695312,704.733154296875,766.2346801757812,906.85205078125
kor20230902m00012_20230902_001,40.98,19.98,85.01,120.58,99.49,701.811279296875,734.214111328125,629.6746215820312,799.67138671875,660.3994750976562,858.4494018554688,506.77520751953125,869.1362915039062,631.010498046875,652.7264404296875,581.5835571289062,667.4208984375,699.1395263671875,694.13818359375,765.9326782226562,906.5404663085938
kor20230902m00012_20230902_001,40.53,19.47,84.24,120.1,99.53,702.8890991210938,733.9066162109375,630.1466064453125,799.9136962890625,659.782470703125,856.4912109375,506.21490478515625,868.614990234375,631.4937133789062,650.3873901367188,582.9986572265625,666.5524291992188,698.847900390625,689.4528198242188,766.2020874023438,906.3333129882812
kor20230902m00012_20230902_001,41.94,19.13,84.69,118.5,99.65,703.1242065429688,733.2830200195312,631.1449584960938,801.1879272460938,659.6650390625,855.5119018554688,507.5579528808594,869.0928955078125,631.1449584960938,653.1551513671875,584.9696044921875,668.09423828125,697.6917724609375,639.5741577148438,766.954833984375,907.11962890625
kor20230902m00012_20230902_001,41.94,19.32,85.22,117.93,98.73,704.543212890625,733.4168701171875,632.5140991210938,801.368896484375,659.6948852539062,855.7305297851562,507.4823303222656,867.9619140625,632.5140991210938,653.2334594726562,586.3067016601562,669.5419921875,697.748046875,641.0021362304688,765.7000732421875,907.3740844726562
