video_id,index,body_speed
kor20230902m00001_20230902_001,24,3.236506809525633e-05
kor20230902m00001_20230902_001,48,-0.006310357299978963
kor20230902m00001_20230902_001,72,0.7981451374667919
kor20230902m00001_20230902_001,96,1.341729103316725
kor20230902m00001_20230902_001,120,2.7349284560142046
kor20230902m00001_20230902_001,144,3.61154040217831
kor20230902m00001_20230902_001,168,4.813488248036402
kor20230902m00001_20230902_001,192,5.217629439257639
kor20230902m00001_20230902_001,216,6.351740651195263
kor20230902m00001_20230902_001,240,6.970955399327268
kor20230902m00001_20230902_001,264,7.4745638999903985
kor20230902m00001_20230902_001,288,7.731533895998469
kor20230902m00001_20230902_001,312,8.108563287992254
kor20230902m00001_20230902_001,336,8.93079312714857
kor20230902m00001_20230902_001,360,9.185740194590943
kor20230902m00001_20230902_001,384,9.22599389249456
kor20230902m00001_20230902_001,408,8.909557282482158
kor20230902m00001_20230902_001,432,9.248435480351041
kor20230902m00001_20230902_001,456,8.983995504360164
kor20230902m00001_20230902_001,480,8.965524617891365
kor20230902m00001_20230902_001,504,8.922052030834859
kor20230902m00001_20230902_001,528,9.591854254812384
kor20230902m00001_20230902_001,552,9.222439309643418
kor20230902m00001_20230902_001,576,9.48478893318452
kor20230902m00001_20230902_001,600,9.593673671164959
kor20230902m00001_20230902_001,624,9.236765292064366
kor20230902m00001_20230902_001,648,9.28819653473731
kor20230902m00001_20230902_001,672,8.774142015176686
kor20230902m00001_20230902_001,696,9.160400657300128
kor20230902m00001_20230902_001,720,9.533029997125563
kor20230902m00001_20230902_001,744,9.964622878657158
kor20230902m00001_20230902_001,768,10.02132375760602
kor20230902m00001_20230902_001,792,10.259129737325711
kor20230902m00001_20230902_001,816,10.28730187707006
kor20230902m00001_20230902_001,840,10.497561853051842
kor20230902m00001_20230902_001,864,10.36959646647865
kor20230902m00001_20230902_001,888,10.50293493723832
kor20230902m00001_20230902_001,912,10.556617722797151
kor20230902m00001_20230902_001,936,10.83046418270106
kor20230902m00001_20230902_001,960,11.108314338063215
kor20230902m00001_20230902_001,984,10.962250899374107
kor20230902m00001_20230902_001,1008,11.023771516527825
kor20230902m00001_20230902_001,1032,10.766318033080008
kor20230902m00001_20230902_001,1056,10.168217258037002
kor20230902m00001_20230902_001,1080,9.0073079045453
kor20230902m00001_20230902_001,1104,8.791854734737658
kor20230902m00001_20230902_001,1128,8.820990438976338
kor20230902m00001_20230902_001,1152,8.688406327121363
kor20230902m00001_20230902_001,1176,8.760661784658135
kor20230902m00001_20230902_001,1200,8.803171664796455
kor20230902m00001_20230902_001,1224,8.977322159893623
kor20230902m00001_20230902_001,1248,9.547569515237395
kor20230902m00001_20230902_001,1272,9.774705610994646
kor20230902m00001_20230902_001,1296,9.645321121789431
kor20230902m00001_20230902_001,1320,9.525560359768008
kor20230902m00001_20230902_001,1344,9.223386482031922
kor20230902m00001_20230902_001,1368,8.891820267379622
kor20230902m00001_20230902_001,1392,8.524782330970599
kor20230902m00001_20230902_001,1416,8.277527370731775
kor20230902m00001_20230902_001,1440,8.354755802509603
kor20230902m00001_20230902_001,1464,7.897440467787903
kor20230902m00001_20230902_001,1488,7.9415249296565955
kor20230902m00001_20230902_001,1512,7.276292834004656
kor20230902m00001_20230902_001,1536,6.23397256086391
kor20230902m00001_20230902_001,1560,5.80597999743064
