video_id,angles_left_leg_up,angles_right_leg_up,angles_core_decline,angles_left_knee,angles_right_knee,knee_left_leftright,knee_left_updown,knee_right_leftright,knee_right_updown,ankle_left_leftright,ankle_left_updown,ankle_right_leftright,ankle_right_updown,hip_left_leftright,hip_left_updown,hip_right_leftright,hip_right_updown,wrist_left_leftright,wrist_left_updown,wrist_right_leftright,wrist_right_updown
kor20230728f00001_20230902_001,18.68,4.51,69.62,101.33,109.79,699.9399984677633,608.9165828227997,629.3020491600037,641.4100385904312,599.6341104507446,666.8396996259689,510.63029432296753,695.0948785543442,666.0337828000386,508.61069762706757,619.4127362569172,517.0872513055801,776.2289837201438,676.7290122509003,760.6886348724365,775.6221385002136
kor20230728f00001_20230902_001,18.43,5.13,68.88,101.92,110.03,699.4491775830587,608.4590232372284,629.9334665934246,641.0888458490372,600.1410190264385,666.6252287626266,512.1823643048605,696.4176754951477,663.9819780985515,502.0574277639389,618.5839627583821,514.8256192207336,777.4770164489746,673.718668460846,760.4527606964111,775.8642001152039
kor20230728f00001_20230902_001,19.85,5.9,69.79,99.89,108.69,699.8626357714336,608.224906206131,630.4241383870443,640.8184875249863,600.6647823651632,664.9093954563141,512.803826491038,694.6687523126602,663.0177187919617,506.1928255558014,617.670128663381,517.529723405838,777.8038063049316,669.1607321500778,760.7984600067139,774.0270372629166
kor20230728f00001_20230902_001,18.43,5.13,68.96,101.31,110.03,699.1901626586914,608.3118886947632,630.0265936851501,640.7764210700989,600.385064125061,664.7719449996948,512.871976852417,695.8249759674072,663.9026274681091,502.44928312301636,618.7345824241638,515.152795791626,776.8227400779724,669.0064492225647,759.8847231864929,774.8690547943115
kor20230728f00001_20230902_001,19.13,5.13,68.96,100.28,109.77,699.6503550211588,608.3685128688812,630.6810350418091,640.7418662309647,599.7152179082234,664.6699969768524,512.4479150772095,695.6358132362366,663.0543893178303,502.80323016643524,619.4207379023235,515.4710640907288,777.064897855123,667.485071182251,760.1744521458945,774.4578909873962
kor20230728f00001_20230902_001,21.25,5.25,69.81,98.49,109.65,700.313481648763,607.1875513792038,630.2115370432535,640.8364857435226,602.1707592010498,663.2691086530685,512.4402701059977,695.5160040855408,661.0563926696777,506.24074828624725,618.9952259063721,518.8590986728668,776.0235818227131,670.2793033123016,760.6011540095012,774.0301842689514
kor20230728f00001_20230902_001,19.13,5.73,68.51,99.32,109.2,700.5968327522278,608.2010526657104,631.5757904052734,640.5986847877502,599.1781582832336,663.1361680030823,513.2540035247803,695.5338001251221,663.9734225273132,502.55660009384155,618.8984560966492,513.8253417015076,779.4780240058899,668.7705388069153,759.7577261924744,774.4149913787842
kor20230728f00001_20230902_001,19.8,5.13,68.96,98.64,109.77,701.0570708910625,608.5953133106232,630.7702326774597,640.9272598028183,599.8440238634745,663.419048666954,512.6883444786072,695.7509951591492,663.1021782557169,503.1650530099869,619.5243385632833,515.8166842460632,778.3725929260254,669.041995882988,760.0980149904888,774.4722561836243
kor20230728f00001_20230902_001,21.52,5.9,70.35,98.48,109.0,700.6635106404622,607.5900491476059,630.7261940638224,641.1599620580673,601.3525211016337,664.9386503696442,513.2315022150675,695.7110705375671,661.498613357544,508.27905678749084,618.1374770800272,519.4690277576447,776.1958125432332,666.3373967409134,760.8096028963726,774.0408673286438
kor20230728f00001_20230902_001,20.72,5.85,69.36,99.53,109.06,701.461386680603,607.8254117965698,631.348443031311,640.0773658752441,600.4987478256226,666.7202844619751,513.5586977005005,694.7654619216919,662.1981382369995,504.0582551956177,618.7281131744385,516.6785850524902,779.9878835678101,669.5248022079468,760.3562593460083,773.2919588088989
