video_id,index,body_speed
kor20230728f00001_20230902_001,24,-0.0005296868682222558
kor20230728f00001_20230902_001,48,-0.07930900872608801
kor20230728f00001_20230902_001,72,-0.026922214551835452
kor20230728f00001_20230902_001,96,1.258709925866211
kor20230728f00001_20230902_001,120,2.1131723033889007
kor20230728f00001_20230902_001,144,3.4524474374140763
kor20230728f00001_20230902_001,168,4.126965560521548
kor20230728f00001_20230902_001,192,5.402634313219431
kor20230728f00001_20230902_001,216,6.27504199407947
kor20230728f00001_20230902_001,240,6.319707706984057
kor20230728f00001_20230902_001,264,7.546812972633272
kor20230728f00001_20230902_001,288,7.470038787877861
kor20230728f00001_20230902_001,312,7.975931435369674
kor20230728f00001_20230902_001,336,8.235428389551835
kor20230728f00001_20230902_001,360,8.558872052741034
kor20230728f00001_20230902_001,384,8.844791386894668
kor20230728f00001_20230902_001,408,8.23900715114935
kor20230728f00001_20230902_001,432,7.931376017876254
kor20230728f00001_20230902_001,456,7.17998583469017
kor20230728f00001_20230902_001,480,7.4654707218617276
kor20230728f00001_20230902_001,504,7.830887462788483
kor20230728f00001_20230902_001,528,8.101825154419704
kor20230728f00001_20230902_001,552,8.628956906630636
kor20230728f00001_20230902_001,576,7.615335088382135
kor20230728f00001_20230902_001,600,7.546296180392687
kor20230728f00001_20230902_001,624,7.374240108294678
kor20230728f00001_20230902_001,648,8.521099669642394
kor20230728f00001_20230902_001,672,8.172692957710137
kor20230728f00001_20230902_001,696,7.5785784356559995
kor20230728f00001_20230902_001,720,7.936653635488124
kor20230728f00001_20230902_001,744,6.969811419020498
kor20230728f00001_20230902_001,768,7.670575696426045
kor20230728f00001_20230902_001,792,7.490193429332755
kor20230728f00001_20230902_001,816,7.237344944417166
kor20230728f00001_20230902_001,840,8.219614233041135
kor20230728f00001_20230902_001,864,7.918159026437278
kor20230728f00001_20230902_001,888,8.735887692069713
kor20230728f00001_20230902_001,912,8.411858161722106
kor20230728f00001_20230902_001,936,9.265809649031963
kor20230728f00001_20230902_001,960,9.03410692732121
kor20230728f00001_20230902_001,984,8.974998199973818
kor20230728f00001_20230902_001,1008,9.544476323155873
kor20230728f00001_20230902_001,1032,8.470296430275585
kor20230728f00001_20230902_001,1056,8.81124179463047
kor20230728f00001_20230902_001,1080,8.210384185363155
kor20230728f00001_20230902_001,1104,8.78271298033237
kor20230728f00001_20230902_001,1128,8.503866327965769
kor20230728f00001_20230902_001,1152,7.350235824058904
kor20230728f00001_20230902_001,1176,7.352618833956848
kor20230728f00001_20230902_001,1200,6.997990956815632
kor20230728f00001_20230902_001,1224,7.787412505025436
kor20230728f00001_20230902_001,1248,7.733205637736885
kor20230728f00001_20230902_001,1272,8.166158644418491
kor20230728f00001_20230902_001,1296,8.20145595804405
kor20230728f00001_20230902_001,1320,7.4195948565073016
kor20230728f00001_20230902_001,1344,7.582852140224714
kor20230728f00001_20230902_001,1368,6.88735691814683
kor20230728f00001_20230902_001,1392,7.096990497109015
kor20230728f00001_20230902_001,1416,7.988469379405088
kor20230728f00001_20230902_001,1440,8.273585104731808
kor20230728f00001_20230902_001,1464,8.880262646794112
kor20230728f00001_20230902_001,1488,8.290060272109201
kor20230728f00001_20230902_001,1512,8.557765743901356
kor20230728f00001_20230902_001,1536,8.79902897166623
kor20230728f00001_20230902_001,1560,8.195003724408433
kor20230728f00001_20230902_001,1584,8.554522986785233
kor20230728f00001_20230902_001,1608,8.094497396495742
kor20230728f00001_20230902_001,1632,9.51363579425243
kor20230728f00001_20230902_001,1656,9.977791755676904
kor20230728f00001_20230902_001,1680,8.784546987540681
kor20230728f00001_20230902_001,1704,8.36061264314256
kor20230728f00001_20230902_001,1728,8.142456567377323
kor20230728f00001_20230902_001,1752,7.183368173167292
kor20230728f00001_20230902_001,1776,6.582858445045798
